seqnames	start	end	width	strand	no.cpgs	min_smoothed_fdr	Stouffer	HMFDR	Fisher	maxdiff	meandiff	overlapping.genes
chr6	72806727	72806828	102	*	3	7.37730658221099e-66	1.46639403221068e-54	3.03146218618032e-21	2.7876692050527e-53	0.0755195067717808	0.0604189414393228	RIMS1
chr15	52404977	52405133	157	*	6	5.2731193403524e-59	6.69356148657443e-44	3.84491065697826e-25	2.7878325792275e-53	0.18495379283789	0.0773742047526557	NA
chr20	3897997	3898136	140	*	3	5.55995227496194e-98	9.98032967391042e-48	1.73298066363353e-38	2.87793000356132e-53	0.156552631578947	0.0767769029772995	PANK2
chr17	74463439	74463767	329	*	6	7.51008856810105e-66	1.19811297115174e-47	1.84134051184626e-28	3.42483858494227e-53	0.0922431930693073	0.0525880051022575	AANAT
chr1	85040134	85040339	206	*	6	9.63730694455438e-77	2.44006835445122e-31	1.81196351564954e-28	3.51861421156759e-53	0.274890257989988	0.0904226030034655	CTBS
chr7	8008166	8008383	218	*	5	6.30691987899002e-55	4.27039976730566e-29	2.9113264662117e-30	3.6836418875263e-53	0.127825375433192	0.0360425490951097	RPA3-AS1, AC006042.7
chr7	157053014	157053152	139	*	3	1.24651390071546e-75	6.81617660763975e-41	5.27737960640606e-31	5.41492211906839e-53	0.101614583333334	0.0593060072059977	UBE3C
chr9	138678454	138678461	8	*	2	7.04853634601054e-77	1.1872954448936e-53	2.56580124600269e-29	6.69952765272324e-53	0.111352619636964	0.090020059818482	KCNT1
chr7	99517192	99517509	318	*	10	1.01013128420043e-74	5.16113150138062e-32	6.02729816324644e-33	7.16699629221183e-53	0.297314208702349	0.0518876909254268	TRIM4
chr14	96750514	96750614	101	*	3	3.19860327100252e-51	3.66035748366361e-54	1.14279346472636e-20	8.66246270164425e-53	0.0478462009803921	0.0440813445992434	ATG2B
chr7	141489269	141489394	126	*	4	1.80571107117925e-69	4.3062420156707e-49	7.26215627695535e-21	8.69487374237076e-53	0.0590896300156331	0.0394824818730725	NA
chr11	118307647	118307669	23	*	2	1.29233358845993e-94	2.93517558369324e-49	7.24506721369961e-42	1.01041986444154e-52	-0.141108971890643	-0.0260974201001155	KMT2A
chr6	99872786	99872940	155	*	5	2.13583978029959e-73	9.4349557178392e-44	3.22325309762029e-32	1.12718374490331e-52	0.330421640354255	0.0742564497497112	RP11-98I9.4, PNISR
chr17	38118571	38118588	18	*	3	2.36652850205955e-69	2.35629250117606e-53	5.02810449950459e-25	1.13771248429826e-52	0.0614598803630367	0.0553386237268055	NA
chr15	35384648	35384714	67	*	3	7.04793328595262e-70	5.23838768987009e-53	8.81932354094369e-23	1.22753297458716e-52	0.0866684210526315	0.06068092141451	RP11-323I15.2
chr7	129691220	129691519	300	*	6	7.61790521402772e-43	1.69486982488814e-43	1.80044868456769e-22	1.24312790332456e-52	0.132581825182903	0.0583411238122331	ZC3HC1
chr22	19938916	19939061	146	*	5	6.8541622501701e-51	9.58324086892291e-54	5.35034165599959e-17	1.30115954386509e-52	-0.0457473684210527	0.0232834297633867	COMT
chr10	130828579	130828654	76	*	2	1.84227393399265e-66	3.6136312273317e-53	9.60722829466674e-31	1.42100779046744e-52	0.0749599358974358	0.0627995055325433	NA
chr11	2162341	2162582	242	*	11	1.21264086214954e-54	8.32309500243947e-49	2.54486709382686e-15	1.48461724440752e-52	0.135113592606854	0.0539133440683306	IGF2-AS, IGF2, INS-IGF2
chr10	103347662	103347770	109	*	3	6.02752914308693e-72	5.44806658635613e-52	5.52409347242106e-29	1.60668287782896e-52	0.188107431651906	0.100058400718778	DPCD, POLL
chr5	5288155	5288296	142	*	3	4.02883557671993e-71	3.61165719585048e-51	2.81897869884157e-30	1.90550872763447e-52	0.161015372168285	0.0788561993335257	ADAMTS16
chr19	58257751	58257853	103	*	3	6.55126277437594e-76	1.95952240916819e-48	1.84808407459045e-27	2.1691157504646e-52	0.070377990924093	0.0618946279863506	AC003006.7
chr17	79981084	79981121	38	*	3	7.68616323115765e-73	8.42012647543033e-50	2.52791240544492e-27	2.4997344615911e-52	0.134158644589911	0.0680041073032986	STRA13
chr17	78290951	78291020	70	*	2	4.52814123197794e-65	4.26812353420068e-53	1.83012933709469e-28	2.57294026721894e-52	0.0928730650154801	0.0918469018401392	RNF213
chr4	103266404	103266691	288	*	9	1.87967608924068e-44	1.3273345113295e-36	1.57178884553996e-21	2.6484586223371e-52	0.222402772429727	0.0403727591665597	SLC39A8
chr21	45402464	45402527	64	*	3	1.39270062179084e-97	4.53437874890413e-45	3.85497059340799e-39	3.55319956536646e-52	0.0884041666666665	0.0481692602483932	AGPAT3
chr2	71295161	71295360	200	*	8	1.55733927026298e-68	3.82349172224573e-37	1.97293289749502e-24	4.14691461478063e-52	0.158363496341933	0.0386673324990373	NAGK, RP11-467P9.1
chr7	26677374	26677537	164	*	3	7.94271992630351e-60	6.66971995595793e-50	9.00682742586081e-31	4.21925086794358e-52	0.186198422330097	0.109808262389495	C7orf71
chr17	38512297	38512388	92	*	3	7.06549322382516e-70	2.12062345198219e-50	2.4511509948241e-31	4.73124846671613e-52	0.0780659995957146	0.0561070929073094	RARA
chr20	44035099	44035142	44	*	4	1.26960970484196e-79	3.80824015088826e-35	7.64072306762242e-28	5.16254370110295e-52	0.226541201386215	0.0849054197150558	SYS1-DBNDD2, DBNDD2, TP53TG5
chr6	158589436	158589448	13	*	3	2.33692153347095e-80	1.20755347149185e-36	7.74187972142465e-33	5.35754052526111e-52	0.118872737774355	0.0536089718906431	GTF2H5
chr2	241069144	241069399	256	*	5	2.61711109479248e-45	2.20845512709424e-51	3.68158826060655e-17	7.93229517566676e-52	0.0538572303921569	0.0074523554879747	MYEOV2
chr14	105206303	105206380	78	*	2	2.13615602843028e-71	8.27941256340559e-52	1.83753630042174e-33	8.10943328542927e-52	0.101952631578948	0.0879720797988644	ADSSL1
chr2	99226287	99226313	27	*	2	2.42195570540668e-76	2.88318413934971e-52	2.81097227962669e-31	8.17101020867921e-52	0.179327083333333	0.113886007727706	UNC50
chr17	33331985	33332004	20	*	2	4.80251457260253e-74	1.52004649622048e-52	2.34051294910353e-27	9.67537012202703e-52	0.100477516501651	0.0874803447892868	LIG3
chr8	103750821	103751006	186	*	4	9.85266330629021e-58	3.21924191371262e-49	2.75198835041119e-25	9.67754417213109e-52	0.218204659222179	0.114406286099345	NA
chr14	102026230	102026394	165	*	7	4.28424345091453e-57	1.40754512816188e-48	2.61952251725468e-20	1.07043619575315e-51	0.0796852137081247	0.0599814346223665	DIO3OS
chr15	83654748	83654972	225	*	7	1.41650952092303e-58	1.72116893272651e-35	2.52185403726442e-28	1.08439768138496e-51	0.119655371582595	0.0408959513724627	RP11-382A20.5, FAM103A1
chr10	22826076	22826164	89	*	3	2.33013140324905e-64	5.7364885560682e-53	3.06561828393178e-20	1.13711631648484e-51	0.0868367867714608	0.0620937804089689	PIP4K2A
chr6	150070997	150071161	165	*	3	6.03514259293668e-67	2.17899224086462e-36	1.0108219065947e-34	1.13859841049118e-51	-0.202029264536003	-0.0750561545372866	PCMT1
chr3	129407530	129407548	19	*	4	6.69076215666345e-63	3.32251321317365e-53	1.85550064024824e-17	1.17107560409799e-51	0.0604179867143586	0.0514642159557378	TMCC1
chr13	103451338	103451644	307	*	9	5.61907316214235e-39	5.17500214978205e-45	1.20168977746982e-14	1.2515007924953e-51	0.0444897959183673	0.0194940743593034	BIVM, KDELC1
chr13	113199725	113199762	38	*	2	1.80645225432968e-73	2.6170352164089e-52	1.42279868567696e-28	1.46912536500949e-51	0.0794986860723672	0.0771574312714777	TUBGCP3
chr20	32250035	32250126	92	*	4	3.37875870092517e-59	4.36240250020094e-53	6.12457444128069e-17	1.66613520296448e-51	0.0635272459499266	0.0482466295893577	C20orf144, NECAB3
chr7	6057349	6057477	129	*	3	3.37713818755502e-60	3.19117043482577e-48	9.62958936055616e-31	1.69883751273188e-51	0.0813520833333332	0.0344325256172524	AIMP2
chr8	2831994	2832078	85	*	2	7.35144041491537e-59	3.54945568492296e-52	3.23957895685751e-29	1.75834403239662e-51	0.136648284313726	0.102648322982106	CSMD1
chr6	131384600	131384671	72	*	4	2.05877460998801e-58	3.37094507291687e-51	5.72451846056021e-21	1.87859202740051e-51	0.109623604158644	0.0445639199075856	NA
chr3	130368058	130368113	56	*	3	5.95989534841527e-69	1.13602441986421e-50	2.11809432939403e-26	1.9272791655754e-51	0.096737416616131	0.0622356576198939	COL6A6
chr2	121554810	121554926	117	*	3	1.36164191048748e-66	5.15616305441515e-46	5.97062164388929e-28	1.9393632376522e-51	0.0816315789473684	0.0600246091967808	GLI2
chr14	101505891	101505940	50	*	4	3.9538293327918e-64	6.84505040322275e-51	2.89472548410368e-22	2.60931871403692e-51	0.040271134020619	0.0354254639685792	NA
chr6	150232183	150232203	21	*	2	6.34445887872587e-74	4.5337659081944e-52	3.19019911974961e-28	2.6195928819192e-51	0.0918947368421053	0.0851868421052632	RP11-244K5.8, RAET1E-AS1
chr18	20735648	20735672	25	*	2	1.72480366845019e-75	1.18087725057797e-51	1.70688669319249e-30	3.87296821702751e-51	0.0980851715686277	0.00995859508852096	CABLES1
chr18	11688008	11688011	4	*	2	2.09382756498405e-73	8.79680338691804e-52	1.22826388135651e-28	4.6568222373597e-51	0.122821052631579	0.09345	NA
chr1	178693897	178694013	117	*	5	7.29625588704988e-83	5.39083812074326e-35	2.41034057879735e-37	5.24415825800591e-51	0.159239507123604	0.0633921832884097	RP11-428K3.1
chr7	90893663	90893760	98	*	5	3.60906742970262e-74	1.61787156171447e-33	2.01338391332738e-25	5.25188478032849e-51	0.165198305737389	0.066105891413169	NA
chr12	120650215	120650476	262	*	4	3.06462543119094e-57	1.47717080154106e-48	1.69439421371856e-27	5.5432318449484e-51	0.0595612298071911	0.0253631676973813	PXN-AS1, PXN
chr17	79008822	79008933	112	*	5	4.81822371555901e-69	7.09900770441017e-46	4.26704640962465e-23	5.63258019502182e-51	0.0836850211782826	0.0239722757027339	NA
chr6	90529507	90529665	159	*	6	2.9420149441254e-62	8.00558283785557e-34	6.03218504761224e-23	6.24321623924012e-51	0.0762706969580284	0.0110289115646258	NA
chr14	95876996	95877009	14	*	2	1.95416995184734e-83	7.12151019348271e-48	4.82174076693744e-40	6.31069657468837e-51	0.502098287953796	0.265791791035722	NA
chr11	64658765	64659060	296	*	8	3.69207268935905e-48	8.38600254066385e-41	5.73257691902728e-27	6.52606287094917e-51	0.108857894736842	0.0358283592001042	MIR194-2
chr17	33470664	33470733	70	*	3	3.55126371053392e-67	3.13189558814733e-49	3.56948291069706e-30	7.12676606992099e-51	0.14294992335207	0.0825911509212782	NA
chr18	25572639	25572674	36	*	3	1.66205686214836e-66	1.23536530561649e-51	5.55039379758241e-24	7.34275485047381e-51	0.0597365196078432	0.0474686175247716	CDH2
chr17	80819400	80819418	19	*	2	4.50293518501888e-73	1.68633153664804e-51	2.38761212070604e-29	7.44784060290086e-51	0.0802341171617165	0.0769125912269064	TBCD
chr7	112119501	112119507	7	*	2	2.55869272465146e-73	2.16971108056981e-51	3.43831485545798e-30	7.46975831093086e-51	0.11060296371998	0.0775462187020951	IFRD1
chr11	60282742	60282972	231	*	7	9.72086992493864e-40	2.5425789894199e-44	4.67370870787468e-20	7.97420360008015e-51	0.0367375	0.0212131734335799	MS4A13
chr12	7073179	7073264	86	*	5	3.03306529939866e-60	1.84678137015773e-51	1.30135387192557e-16	8.07866167274101e-51	0.0725118605610564	0.0596848168902389	EMG1, U47924.27, MIR141
chr11	64126340	64126461	122	*	5	2.34977244188686e-71	1.17478380239465e-45	4.09123205391048e-30	8.40227957850932e-51	0.197849441663458	0.0651532537543319	NA
chr2	906956	906974	19	*	2	7.69298247026702e-88	2.3673065019444e-46	5.81645771711203e-42	8.59608453004744e-51	0.120329166666667	0.0805693820949434	AC113607.3
chr7	157643722	157643770	49	*	3	2.32820190721597e-68	1.88480495415344e-50	1.84829216910706e-27	9.23913270139526e-51	-0.0695364372469638	-0.0208683905286357	PTPRN2
chr6	151687416	151687505	90	*	2	1.06248291788347e-66	3.28046697722789e-50	6.66099299596346e-34	1.48336278904022e-50	0.135090759075908	0.096161004537954	ZBTB2
chr13	113678926	113679024	99	*	3	6.62410402960456e-74	9.28422915863639e-48	1.80570871160315e-32	1.88767190511553e-50	0.137015931372549	0.0685296241021163	MCF2L
chr10	127452066	127452086	21	*	2	3.74885980394888e-73	6.61727306672957e-51	2.05677017710266e-30	1.93468059865627e-50	0.0886793523102314	0.0683796658351984	EDRF1
chr5	134527362	134527449	88	*	2	2.91601373618046e-94	5.07310900465088e-46	1.21168418959545e-41	2.05426018242537e-50	0.158548324990374	0.132155834394716	C5orf66
chr13	29933441	29933565	125	*	3	3.92205865629379e-48	1.99996018260501e-51	1.6009497778525e-20	2.07539454466414e-50	0.0688781079442086	0.0539538677288623	MTUS2
chr10	133747926	133748048	123	*	4	3.38688572179715e-75	3.17490924425127e-41	9.89319803432142e-33	2.1742879573885e-50	0.123957894736842	0.0590977596448647	PPP2R2D
chr16	89293993	89294058	66	*	3	4.22831251210206e-62	5.12318231074412e-51	5.88715196839117e-23	2.1941352333933e-50	0.0437837009803922	0.0404859922471501	ZNF778, RP11-46C24.6
chr1	153650884	153651009	126	*	5	2.43672238715456e-75	1.35131091555752e-40	5.04880605209748e-33	2.27136348852867e-50	0.0915729688101656	0.0399763188294186	NA
chr7	65419185	65419261	77	*	4	1.27387051915409e-59	8.1272606412026e-52	4.8162836777989e-16	2.39355946793285e-50	0.142552282768778	0.109358333991222	VKORC1L1
chr10	682147	682152	6	*	2	2.10247243595886e-71	6.80842251946081e-51	1.49103383106387e-28	3.32562834095678e-50	0.121125773195877	0.112818959472432	DIP2C
chr17	76850198	76850277	80	*	4	1.73585197542658e-72	5.17788240595934e-48	3.64703540202991e-27	3.35818789160798e-50	0.245534991909385	0.220776043314051	TIMP2
chr3	49058272	49058423	152	*	3	1.43491109726057e-60	8.54036508886131e-41	3.96961220087992e-32	4.50975091279685e-50	0.229268386599923	0.119024515466564	NDUFAF3, DALRD3
chr1	154955537	154955639	103	*	5	3.54606442854166e-76	3.37963999300348e-35	1.4814735914809e-25	4.51551195146943e-50	0.156185983827493	0.0503521370812475	NA
chr16	352504	352684	181	*	3	6.87177770521775e-48	4.37222277789896e-49	1.47226540964522e-25	5.18302524649306e-50	0.0586193652718821	0.044837505695688	AXIN1
chr2	101889574	101889754	181	*	4	1.41622188797934e-47	1.67457632201592e-32	2.7327344486312e-22	6.48430698172511e-50	0.0807873774509807	0.0430464187938727	RNF149
chr3	196045222	196045338	117	*	5	5.69000185406302e-75	4.55355845279357e-40	8.983575996878e-25	7.10868825254738e-50	0.0307441278398152	0.0145489025798999	TM4SF19-AS1, TM4SF19
chr11	61248435	61248474	40	*	2	1.31052940466895e-88	5.75598822652954e-46	1.5770407498284e-40	7.92067689406667e-50	0.162656765676568	0.0567846911347985	RP11-286N22.8
chr6	33868187	33868466	280	*	7	1.15575800410306e-32	9.00928093289575e-50	1.17142535571864e-13	7.97037293061382e-50	0.0656430496726992	0.0434884579353082	RP3-468B3.2
chr1	44115597	44115813	217	*	8	6.15956435754906e-91	2.9324565760515e-27	3.35978877998144e-35	9.53306877758702e-50	0.0971505583365422	0.0272008567577974	NA
chr1	47779775	47780160	386	*	7	1.39405578708334e-45	5.14515249029671e-43	3.09054517500076e-19	9.5904061443959e-50	0.0740546784751635	0.0325327300731613	STIL
chr6	7389821	7389895	75	*	4	1.50444428896283e-65	3.13014368401373e-35	4.82305664672725e-27	1.0400818950106e-49	0.126504620716211	0.0640063053523296	RIOK1, CAGE1
chr3	197663828	197663873	46	*	3	1.56539175977517e-63	7.38584276186101e-51	2.48428439591913e-20	1.11239659055915e-49	0.0497041666666666	0.0450094281854657	IQCG
chr22	20073393	20073636	244	*	7	6.44549356603861e-49	3.36522442779631e-36	5.87559577598294e-19	1.15755972007403e-49	0.0734481189320389	0.0150233061967429	DGCR8, MIR1306
chr16	82660317	82660490	174	*	7	4.8220433744038e-65	2.08745550592251e-36	1.16985748756193e-27	1.28284940816586e-49	0.109475356180208	0.0530372407723197	CDH13
chr3	124732722	124732817	96	*	3	2.66398499601257e-61	6.50229235616756e-51	3.10874159885767e-20	1.29091842058109e-49	0.106557996934083	0.0678075200979474	HEG1
chr1	42611607	42611687	81	*	3	8.12450390645021e-71	8.78326494954335e-46	1.10419303535828e-30	1.39950703124568e-49	0.284137466307278	0.167203368284905	NA
chr11	66243211	66243374	164	*	3	7.89423270669488e-42	5.28151047824288e-49	7.30765428405509e-23	1.6560407494526e-49	0.0596628452318915	0.0295583865294425	PELI3, CTD-3074O7.5
chr14	75389200	75389280	81	*	3	5.88313962855112e-69	1.96897051439814e-48	6.79449689717308e-29	1.78746809068452e-49	0.101299019607843	0.0625144857700363	RPS6KL1
chr5	168271855	168272051	197	*	5	8.97362969143443e-46	6.7119380810312e-41	4.10491958175491e-19	1.94179821851698e-49	0.059779411764706	0.0323385526789809	SLIT3
chr22	39096475	39096513	39	*	5	1.65363368508569e-77	1.22990547371369e-27	4.69958837120257e-30	2.50260638920431e-49	0.127882171736619	0.0468213323065075	JOSD1
chr12	70636618	70636659	42	*	6	3.40674353648495e-74	4.98269424622953e-34	7.21187360243384e-28	3.24518625598961e-49	0.169020023103581	0.045558336542164	RP11-611E13.2
chr11	66034835	66035147	313	*	9	2.81537341520226e-36	6.69981889910545e-46	7.29108956533717e-16	4.5949026316564e-49	0.157382556796303	0.0587130449664142	KLC2, RP11-867G23.2
chr1	26560450	26560657	208	*	5	3.87038969136446e-48	5.68761611242469e-37	5.25098751106611e-25	4.90834789654301e-49	0.216769349249134	0.0721495956873315	NA
chr22	33195657	33195688	32	*	3	2.12083559453212e-64	2.54588978908302e-49	1.15822606205851e-21	5.5122235073002e-49	0.047332985930172	0.0408565835286732	SYN3
chr15	75012169	75012181	13	*	2	6.98420031718262e-71	4.67368732708018e-49	3.29454957689388e-31	6.33659275767858e-49	0.108327253778009	0.0724153204794164	CYP1A1
chr14	39644345	39644430	86	*	4	5.89228455163419e-78	9.79027113834867e-31	2.28530556709653e-33	6.8552137749473e-49	0.173871775125144	0.0665245956873315	PNN, RP11-407N17.4
chr6	75994699	75994873	175	*	6	1.19945961588533e-53	3.9720827067109e-47	3.90402970146063e-16	9.33731022374725e-49	0.0490585290720062	0.0202047233987935	RP1-234P15.4
chr7	5229733	5229808	76	*	2	9.14670286033627e-80	1.58534868441944e-46	3.6086987214775e-37	9.93233552508211e-49	0.0936234116288024	0.0677238159414709	NA
chr8	53499558	53499582	25	*	2	9.74731456028063e-70	2.97401527959317e-49	5.26626838026976e-29	1.01429285608591e-48	0.0772315789473684	0.0637106348345091	NA
chr17	1957866	1958170	305	*	11	9.01496083505683e-45	1.17117010931265e-41	1.29142247547288e-13	1.02561601501885e-48	0.123816904120139	0.0297282703819092	HIC1
chr4	7862646	7862659	14	*	3	1.04528230102005e-67	2.46854259248035e-43	7.07396733713247e-25	1.03879929478955e-48	0.14079375	0.0696657210573999	AFAP1
chr11	2292677	2292787	111	*	3	6.37638220376923e-67	4.3646146322562e-44	2.39340213647703e-29	1.1779087533187e-48	0.205438005390836	0.0919111795661661	NA
chr10	5566849	5566908	60	*	3	7.21169736290593e-71	1.29950002476158e-46	4.80827966470902e-29	1.23632904446266e-48	-0.0905393434080249	-0.037002049678652	CALML3-AS1
chr4	177190321	177190421	101	*	3	9.59712037172442e-46	5.53359754187223e-50	8.62287322448058e-19	1.31942026976693e-48	0.0531604747162025	0.0466652442547451	ASB5
chr4	57253603	57253721	119	*	6	3.5870149341221e-70	2.68947851770406e-38	4.45629531957163e-25	1.8277928677469e-48	0.213779360800924	0.0442836285457579	AASDH
chr19	17933782	17933786	5	*	2	1.77389824664389e-70	2.67785802145647e-48	5.5493961672509e-32	1.92264037242617e-48	0.0816	0.0705921052631579	NA
chr1	2003198	2003326	129	*	3	2.40623083121639e-51	5.20069588557182e-48	7.14705064327819e-26	2.22544780537888e-48	0.0659448134900357	0.0569237271202652	PRKCZ
chr17	78803179	78803184	6	*	2	1.14739105479712e-71	6.55758541146567e-48	9.98477004367372e-33	2.63230050054452e-48	0.06688327253778	0.05293776629985	RPTOR
chr10	130012874	130012955	82	*	3	1.75036636537929e-59	1.55323363932374e-49	1.70239518625338e-19	2.95426685944521e-48	0.0491670103092787	0.0427834824953572	NA
chr12	131258409	131258419	11	*	2	1.59174768750991e-68	1.30849424634777e-48	8.65827738326486e-30	2.95945289855087e-48	0.0735386029411765	0.0690360915816882	NA
chr2	182321354	182321373	20	*	2	2.54259428607668e-74	8.38284802478639e-47	2.24247742427763e-35	2.97511370425696e-48	-0.101547939930689	-0.0625871197535618	NA
chr7	99775422	99775558	137	*	4	1.44533750040526e-62	4.32484949246932e-41	1.61030901106064e-32	3.12410396651256e-48	0.29050635348479	0.14839767038891	STAG3
